courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10012191,1,2100076277064763030,121.525428,39.20120900000001,PICKUP,1581811044.97947
10012191,3,2100076320268616729,121.531204,39.187052,DELIVERY,1581839805.2448916
10012191,7,2100076348587574584,121.527718,39.199847999999996,PICKUP,1581811044.97947
10038649,1,2100076324138780187,121.341174,39.292959,PICKUP,1581967363.337069
10039046,1,2100076284660221678,121.424805,39.252689000000004,PICKUP,1581858106.734181
10063068,1,2100076295620724471,121.484614,39.076890999999996,PICKUP,1581848960.1848555
10083928,3,2100076268243879066,121.59444099999999,39.206655,DELIVERY,1581832613.4154716
10097074,3,2100076319415436748,121.29948700000001,39.14275,PICKUP,1581882405.4034433
10100267,1,2100076331505386647,121.416545,39.260456,DELIVERY,1581886789.6192832
10120267,1,2100076279219684853,121.427066,39.197108,DELIVERY,1581831346.5688548
10120267,5,2100076328295270012,121.428445,39.197863,PICKUP,1581945396.0857406
10126649,3,2100076279496181174,121.68772,39.14086500000001,PICKUP,1581894868.728848
10126649,5,2100076303793980854,121.687716,39.140826000000004,DELIVERY,1581785700.2773635
10126649,7,2100076318678123958,121.687597,39.140777,DELIVERY,1581785700.2773635
10135747,1,2100076289245644667,121.530477,39.142072999999996,PICKUP,1581944041.956293
10138087,1,2100076285116187968,121.424346,39.193589,DELIVERY,1581816316.0346098
10181667,1,2100076291515221396,121.40686299999999,39.149994,PICKUP,1581850443.8944783
10181667,3,2100076311419258869,121.419878,39.161018,PICKUP,1581850443.8944783
10183602,1,2100076291698493103,121.76436899999999,39.335428,DELIVERY,1581901903.577157
10183941,5,2100076313763808271,121.599073,39.106351000000004,DELIVERY,1581903492.9091723
10183941,7,2100076325909268345,121.57113500000001,39.102072,DELIVERY,1581903492.9091723
10190566,1,2100076296408630675,121.452623,39.00974,PICKUP,1581858487.9217715
10190566,3,2100076310559196995,121.45261299999999,39.009737,PICKUP,1581858487.9217715
10194017,1,2100076276147750175,121.46646100000001,39.159282,PICKUP,1581858487.9217715
10194307,1,2100076296301512410,121.591799,39.210114000000004,DELIVERY,1581698586.433566
10194640,3,2100076333472548121,121.428344,39.196474,PICKUP,1581785427.2919164
10210023,1,2100076282260326330,121.601258,39.198778000000004,PICKUP,1581956567.5245872
10212716,1,2100076267734795350,121.523517,39.18642,PICKUP,1581956567.5245872
10215664,1,2100076337775216593,121.44058999999999,39.200369,PICKUP,1581956567.5245872
10232315,1,2100076265072199292,121.428832,39.197709,PICKUP,1581998761.4139233
10239433,1,2100076286522066214,121.44729099999999,38.983115999999995,PICKUP,1581980237.1902466
10248665,1,2100076320668550649,121.415702,39.129733,PICKUP,1581939148.2734985
10248665,3,2100076329909421688,121.41554599999999,39.129529,DELIVERY,1581938275.6240897
10249075,1,2100076286763206026,121.579842,39.109318,PICKUP,1581939148.2734985
10249075,3,2100076297489844216,121.58001000000002,39.109287,DELIVERY,1581938275.6240897
10249075,9,2100076335056258116,121.579581,39.109518,DELIVERY,1581938275.6240897
10272985,1,2100076324558407437,121.46675900000001,39.096546000000004,DELIVERY,1581858560.3707314
10275436,1,2100076270070335071,121.442675,39.157455,PICKUP,1581876233.301017
10277311,3,2100076331013998537,121.544124,39.203818,PICKUP,1581891849.0033784
10278337,1,2100076294171756529,121.523744,39.186625,PICKUP,1581891849.0033784
10282135,1,2100076267285808146,121.456303,39.185777,PICKUP,1581791517.703874
10289729,1,2100076332158846620,121.45364599999999,39.108841,PICKUP,1581761141.8897107
10298963,1,2100076285743629398,121.54684099999999,39.2633,PICKUP,1581764501.501369
10303438,3,2100076334434649644,121.421423,39.191399,DELIVERY,1581750904.1349697
10304094,3,2100076295345898723,121.49548,39.1859,DELIVERY,1581750904.1349697
10305435,1,2100076297772828557,121.552022,39.076384000000004,PICKUP,1581840979.2790647
10306647,1,2100076295822083295,121.535344,39.075915,DELIVERY,1581840479.1355796
10306647,3,2100076320193414426,121.544602,39.079303,PICKUP,1581840979.2790647
10312874,1,2100076283689764037,121.48585,39.158587,PICKUP,1581840979.2790647
10312874,3,2100076320450971110,121.483623,39.16571500000001,PICKUP,1581840979.2790647
10319692,1,2100076335532476332,121.310199,39.143112,DELIVERY,1581811665.271422
10322363,3,2100076303451588298,121.55735200000001,39.178886999999996,PICKUP,1581888163.5023232
10322363,5,2100076319660737817,121.55770600000001,39.171226000000004,DELIVERY,1581866120.5157897
10328045,1,2100076265219032789,121.50315,39.198293,DELIVERY,1581802385.9593368
10328045,3,2100076298469344981,121.50333300000001,39.19821500000001,PICKUP,1581810285.2531528
10330725,1,2100076293427135701,121.48472,39.300113,PICKUP,1581810285.2531528
10334732,3,2100076333531628861,121.712732,39.143538,PICKUP,1581831201.7171483
10335674,1,2100076303811151154,121.548305,39.076404,PICKUP,1581863178.210741
10361752,7,2100076327402178508,121.29958400000001,39.135319,DELIVERY,1581723778.8104174
10363032,1,2100076265866363990,121.531729,39.193334,PICKUP,1581803045.9850106
10365330,1,2100076282564543790,121.71252,39.143234,PICKUP,1581606832.6239438
10366255,1,2100076286592517286,121.464685,39.120863,PICKUP,1581606832.6239438
10366255,3,2100076299828299707,121.474621,39.106866,DELIVERY,1581666579.8427343
10381846,1,2100076313903564583,121.22359399999999,39.12925900000001,PICKUP,1581657744.64878
10381846,3,2100076325018043518,121.22358700000001,39.129194,PICKUP,1581657744.64878
10392454,1,2100076277400930109,121.48520800000001,39.166179,PICKUP,1581675738.632503
10392466,1,2100076269529630271,121.485555,39.160905,PICKUP,1581675738.632503
10392466,3,2100076307385517542,121.483581,39.165822,PICKUP,1581675738.632503
10393533,1,2100076284391097875,121.655749,39.252726,DELIVERY,1581778592.2507985
10401287,1,2100076280669603478,121.575227,39.103426,PICKUP,1581737249.7037113
10401287,3,2100076306246731770,121.575153,39.103721,DELIVERY,1581798539.6263812
10401287,5,2100076331012130290,121.568809,39.111465,PICKUP,1581737249.7037113
10408117,1,2100076284902933898,121.575883,39.103427,PICKUP,1581776912.1266308
10415210,3,2100076313023546503,121.531327,39.11513,PICKUP,1581882085.039111
10415210,5,2100076339784320306,121.525621,39.109198,PICKUP,1581882085.039111
10416024,1,2100076287977653248,121.469182,39.211422999999996,DELIVERY,1581939516.0334032
10416907,1,2100076295034602707,121.45731299999998,39.299741,PICKUP,1581959210.760059
10416907,5,2100076318373774547,121.446183,39.297434,DELIVERY,1581939516.0334032
10416907,7,2100076336531997956,121.471929,39.28933,DELIVERY,1581939516.0334032
10417888,1,2100076282977354997,121.49558600000002,39.159303,DELIVERY,1581939516.0334032
10417888,3,2100076296644494649,121.484553,39.164937,DELIVERY,1581939516.0334032
10457899,3,2100076339506906327,121.74613899999999,39.529762,PICKUP,1581946738.3727336
10459881,1,2100076286496736390,121.74509599999999,39.121177,DELIVERY,1581813577.7648587
10469547,1,2100076283314636479,121.58083799999999,39.097095,PICKUP,1581830719.9773655
10470630,1,2100076282716259536,121.52853,39.283934,PICKUP,1581823243.6636124
10470630,3,2100076308120602522,121.52285400000001,39.292118,DELIVERY,1581785607.592036
10470630,5,2100076317168108787,121.522714,39.292045,DELIVERY,1581785607.592036
10470630,7,2100076336476620586,121.52443600000001,39.292074,DELIVERY,1581785607.592036
10487413,3,2100076318366205426,121.52851499999998,39.277481,PICKUP,1581921911.169112
10487413,5,2100076336998745810,121.540279,39.292093,PICKUP,1581921911.169112
10488513,5,2100076338949064699,121.430609,39.10154,PICKUP,1581921911.169112
10489414,1,2100076323848586651,121.48443700000001,39.057744,PICKUP,1581921911.169112
10492242,3,2100076294334579829,121.50741599999999,39.184461999999996,PICKUP,1581768746.9486878
10499607,1,2100076296238564535,121.557353,39.172643,PICKUP,1581768746.9486878
