courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10038649,1,2100076126625203739,121.351868,39.300189,DELIVERY,1581913515.8897378
10039046,1,2100076111784085359,121.425201,39.252415,PICKUP,1581858106.734181
10043299,1,2100076122250020570,121.578953,39.219214,PICKUP,1581858106.734181
10043801,1,2100076126785144477,121.466435,39.131648999999996,DELIVERY,1581852975.1902928
10043801,5,2100076161546945960,121.47683400000001,39.132094,DELIVERY,1581852975.1902928
10097074,3,2100076166614353727,121.30531599999999,39.133703000000004,PICKUP,1581882405.4034433
10100267,1,2100076113246815283,121.40786399999999,39.26959,DELIVERY,1581886789.6192832
10102738,3,2100076157165470738,121.229745,39.131858,PICKUP,1581955635.676429
10112683,1,2100076125863380473,121.472927,38.98059600000001,DELIVERY,1581951282.8219433
10112683,5,2100076162256406498,121.457399,38.981145,PICKUP,1581973117.680116
10123801,1,2100076111382349220,121.482018,39.101192,DELIVERY,1581823202.5428662
10126649,1,2100076099018491318,121.687794,39.140861,PICKUP,1581894868.728848
10126649,3,2100076109433669046,121.687596,39.140809000000004,DELIVERY,1581785700.2773635
10148788,1,2100076124074444334,121.453969,39.204941,PICKUP,1581959224.47323
10164305,1,2100076123680769258,121.59831100000001,39.117009,PICKUP,1581875661.9282837
10181667,1,2100076112349464536,121.43490200000001,39.156695,PICKUP,1581850443.8944783
10181667,3,2100076136119534996,121.42251499999999,39.151849,DELIVERY,1581888568.906536
10183602,1,2100076121086067787,121.753946,39.334437,PICKUP,1581843367.2212176
10183602,5,2100076153796199693,121.764555,39.345714,PICKUP,1581843367.2212176
10194017,3,2100076128224085887,121.45531799999999,39.150175,DELIVERY,1581768919.1055849
10199051,1,2100076137853224635,121.466802,39.095116,PICKUP,1581785427.2919164
10206063,1,2100076126814537265,121.42964099999999,39.198534,PICKUP,1581785427.2919164
10208063,1,2100076109049726767,121.47951200000001,39.012189,PICKUP,1581841986.1215425
10213217,1,2100076118149203115,121.75832,39.539241,PICKUP,1581956567.5245872
10215664,1,2100076115818088031,121.428097,39.216408,PICKUP,1581956567.5245872
10239433,3,2100076163165258988,121.4265,38.972884,DELIVERY,1581895232.8884726
10248665,1,2100076115781093043,121.423005,39.129236,PICKUP,1581939148.2734985
10248665,5,2100076153919210708,121.410044,39.130927,PICKUP,1581939148.2734985
10250573,3,2100076148509738044,121.51966100000001,39.346006,PICKUP,1581909557.5283568
10271563,1,2100076152933680330,121.496871,39.059554,PICKUP,1581802289.8868155
10272985,1,2100076154238666502,121.466879,39.096132,PICKUP,1581778321.1125834
10278503,1,2100076127375754868,121.62988500000002,39.134509,PICKUP,1581820486.278068
10278503,3,2100076171012999069,121.63068500000001,39.138501,PICKUP,1581820486.278068
10282591,5,2100076162112783508,121.54701899999999,39.207925,PICKUP,1581761141.8897107
10289729,1,2100076160563709628,121.454297,39.108963,PICKUP,1581761141.8897107
10298963,1,2100076130421770123,121.53275500000001,39.250745,PICKUP,1581764501.501369
10298963,3,2100076159597807465,121.531971,39.250827,DELIVERY,1581750904.1349697
10304094,1,2100076122471269817,121.52719099999999,39.180007,PICKUP,1581764501.501369
10304094,3,2100076133793957582,121.498609,39.185894,PICKUP,1581764501.501369
10311341,3,2100076127114921291,121.707939,39.26672,PICKUP,1581840979.2790647
10311341,7,2100076148952630853,121.70783,39.266746999999995,PICKUP,1581840979.2790647
10311341,9,2100076165830641235,121.70780400000001,39.268043,PICKUP,1581840979.2790647
10312874,1,2100076119016376024,121.48698200000001,39.166765999999996,PICKUP,1581840979.2790647
10313234,3,2100076126411097615,121.540223,39.168277,PICKUP,1581921763.2295618
10313234,5,2100076146850072363,121.52432900000001,39.183663,DELIVERY,1581811665.271422
10319201,1,2100076126121363149,121.74923700000001,39.109829,PICKUP,1581921763.2295618
10319201,3,2100076159121262380,121.762212,39.110959,DELIVERY,1581811665.271422
10319692,1,2100076125783590000,121.301093,39.145934999999994,DELIVERY,1581811665.271422
10322363,1,2100076102076565153,121.55771899999999,39.173241,PICKUP,1581888163.5023232
10323658,1,2100076129856718787,121.591843,39.197354,DELIVERY,1581866120.5157897
10328045,1,2100076102984566485,121.50310400000001,39.19818,DELIVERY,1581802385.9593368
10328045,3,2100076132354131669,121.454093,39.202273999999996,DELIVERY,1581802385.9593368
10328045,5,2100076144937699029,121.50311699999999,39.198289,PICKUP,1581810285.2531528
10328045,7,2100076166716589781,121.50333899999998,39.19830200000001,PICKUP,1581810285.2531528
10330725,1,2100076120638490206,121.466089,39.29337,PICKUP,1581810285.2531528
10335674,1,2100076126048257214,121.54792900000001,39.076405,DELIVERY,1581778591.0078657
10344320,1,2100076105260991970,121.48508000000001,39.164511,DELIVERY,1581818206.084846
10344320,3,2100076123130955720,121.484333,39.175576,PICKUP,1581855187.547801
10344320,5,2100076144801482244,121.484624,39.164537,DELIVERY,1581818206.084846
10354617,7,2100076162838168857,121.53685700000001,39.177285999999995,DELIVERY,1581818206.084846
10361752,3,2100076153466423159,121.286124,39.141141,PICKUP,1581803045.9850106
10364589,1,2100076110717224025,121.57507199999999,39.103633,PICKUP,1581803045.9850106
10365330,1,2100076101931796160,121.72453700000001,39.141384,PICKUP,1581606832.6239438
10386183,3,2100076148217971786,121.46993,39.170546,PICKUP,1581657744.64878
10386183,5,2100076162126382123,121.475532,39.183087,PICKUP,1581657744.64878
10392454,1,2100076103967770086,121.48414,39.16457800000001,DELIVERY,1581700005.7902207
10392454,3,2100076122792068582,121.48459199999999,39.169149,PICKUP,1581675738.632503
10404691,3,2100076155460191837,121.43591,39.183068,PICKUP,1581737249.7037113
10405101,1,2100076154677888228,121.25562,38.949014,PICKUP,1581757753.7067652
10408117,1,2100076124393735562,121.57943799999998,39.109367,DELIVERY,1581905688.6755228
10415210,1,2100076118059844873,121.54115800000001,39.111178,DELIVERY,1581911224.865089
10416907,1,2100076102824920553,121.446301,39.297757,DELIVERY,1581939516.0334032
10417888,1,2100076109429048806,121.483929,39.164845,PICKUP,1581959210.760059
10429097,1,2100076169322071126,121.47645800000001,39.298889,PICKUP,1581996932.1295977
10443328,3,2100076136411628776,121.603916,39.202819,DELIVERY,1582001851.1402087
10457899,3,2100076137446803062,121.74805500000001,39.543444,DELIVERY,1582001851.1402087
10458730,1,2100076151062693875,121.602556,39.20332,DELIVERY,1581861406.9732947
10458730,3,2100076159954487280,121.60232099999999,39.201894,DELIVERY,1581861406.9732947
