courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10012191,2,2100076373629830906,121.509194,39.200435999999996,DELIVERY,1581839805.2448916
10012508,0,2100076374199830425,121.529246,39.288737,DELIVERY,1581863523.3101277
10012508,2,2100076415965333304,121.548368,39.290735999999995,PICKUP,1581813705.4478338
10012508,4,2100076432232875929,121.529784,39.279256,DELIVERY,1581863523.3101277
10021791,0,2100076353571424124,121.444956,39.209070000000004,PICKUP,1581967363.337069
10021791,2,2100076376185406915,121.44306399999999,39.210423,DELIVERY,1581913515.8897378
10037225,0,2100076355070461819,121.530505,39.151302,PICKUP,1581967363.337069
10038649,0,2100076420383638944,121.36156000000001,39.29209,DELIVERY,1581913515.8897378
10038649,2,2100076428214109361,121.360693,39.28532,PICKUP,1581967363.337069
10038661,0,2100076367737947872,121.42494599999999,39.247296999999996,PICKUP,1581978827.3267608
10043299,0,2100076366199719169,121.594897,39.215925,DELIVERY,1581852975.1902928
10053442,0,2100076369039722222,121.451586,39.261407,DELIVERY,1581829848.4681225
10063192,0,2100076363823122415,121.48376999999999,39.067103,PICKUP,1581794914.8024786
10063192,4,2100076422881445622,121.49068600000001,39.063176,PICKUP,1581794914.8024786
10075573,0,2100076369642358427,121.54165800000001,39.133093,PICKUP,1581771623.4467237
10081729,0,2100076354919237499,121.53356000000001,39.151616,DELIVERY,1581832613.4154716
10081729,6,2100076423683245328,121.538615,39.165292,PICKUP,1581771623.4467237
10083928,0,2100076353822590525,121.61946499999999,39.224201,DELIVERY,1581832613.4154716
10083928,2,2100076357061510679,121.595254,39.20728,DELIVERY,1581832613.4154716
10097074,0,2100076401875321978,121.299646,39.138366,DELIVERY,1581866137.611813
10097074,2,2100076426836936329,121.30220700000001,39.136939,DELIVERY,1581866137.611813
10100267,0,2100076365747061865,121.40215800000001,39.26488,PICKUP,1581917128.0953202
10102738,2,2100076383642158197,121.24083300000001,39.120191999999996,DELIVERY,1581974401.1747794
10117471,2,2100076372869088394,121.42013100000001,39.175466,PICKUP,1581942986.174358
