courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10012508,1,2100076472664917076,121.549495,39.289891,DELIVERY,1581863523.3101277
10012508,5,2100076518544770291,121.52938600000002,39.297263,DELIVERY,1581863523.3101277
10021791,1,2100076474713671215,121.451866,39.219516999999996,PICKUP,1581967363.337069
10037225,1,2100076471997432842,121.48506100000002,39.150327000000004,PICKUP,1581967363.337069
10037225,3,2100076506867894139,121.52511100000001,39.151175,DELIVERY,1581913515.8897378
10038649,1,2100076459901749237,121.382552,39.284662,PICKUP,1581967363.337069
10038649,3,2100076524645058551,121.38247700000001,39.29460200000001,DELIVERY,1581913515.8897378
10038661,1,2100076478779557766,121.41556299999999,39.261387,PICKUP,1581978827.3267608
10043801,1,2100076464487925249,121.44520700000001,39.116915999999996,PICKUP,1581858106.734181
10053442,1,2100076470160819797,121.44811000000001,39.25409000000001,PICKUP,1581848960.1848555
10063192,1,2100076473008227472,121.45940800000001,39.064737,PICKUP,1581794914.8024786
10063192,3,2100076519015285886,121.48107399999999,39.06745,DELIVERY,1581825319.029666
10081729,1,2100076450878883707,121.529599,39.158654999999996,PICKUP,1581771623.4467237
10081729,5,2100076514446968699,121.530336,39.153586,PICKUP,1581771623.4467237
10094682,1,2100076485027595556,121.52726799999999,39.13332,PICKUP,1581771623.4467237
10098837,1,2100076471854958302,121.410886,39.209515,DELIVERY,1581866137.611813
10120267,1,2100076461740426437,121.42639299999999,39.19867,DELIVERY,1581831346.5688548
10120267,5,2100076513628521963,121.429657,39.199993,DELIVERY,1581831346.5688548
10126649,3,2100076480652117430,121.68781299999999,39.140679,DELIVERY,1581785700.2773635
10126649,7,2100076515097675190,121.68756299999998,39.140752,PICKUP,1581894868.728848
10135747,1,2100076463669314832,121.53168500000001,39.166848,PICKUP,1581944041.956293
10135747,3,2100076481102316599,121.52271100000002,39.142401,PICKUP,1581944041.956293
10148788,1,2100076458462906167,121.447057,39.210211,PICKUP,1581959224.47323
10164305,1,2100076480584550365,121.60243100000001,39.111043,DELIVERY,1581857456.0584824
10164305,3,2100076495825634484,121.59356899999999,39.11199600000001,PICKUP,1581875661.9282837
10164305,5,2100076506634847798,121.600476,39.117008,PICKUP,1581875661.9282837
10164305,7,2100076520073398032,121.59073000000001,39.109242,PICKUP,1581875661.9282837
10181667,1,2100076492988810644,121.418226,39.160855,DELIVERY,1581888568.906536
10183602,1,2100076473325683778,121.77441999999999,39.353882,PICKUP,1581843367.2212176
10188077,1,2100076458239034428,121.55308600000001,39.139747,PICKUP,1581858487.9217715
10194307,3,2100076509585606348,121.594794,39.215534999999996,PICKUP,1581785427.2919164
10208063,3,2100076516209788719,121.495425,39.040979,PICKUP,1581841986.1215425
10212716,1,2100076451228386390,121.51648899999999,39.180744,PICKUP,1581956567.5245872
10212716,3,2100076482068710486,121.52328100000001,39.186345,PICKUP,1581956567.5245872
10232315,1,2100076480502564432,121.419024,39.196988,PICKUP,1581998761.4139233
10232315,3,2100076511837128272,121.428831,39.19771400000001,DELIVERY,1581825500.1795082
10232315,5,2100076524927059218,121.424365,39.194247,DELIVERY,1581825500.1795082
10232969,3,2100076506640484164,121.476142,39.095826,PICKUP,1581980237.1902466
10239433,1,2100076486544131858,121.457329,38.980967,PICKUP,1581980237.1902466
10239433,5,2100076519557923990,121.458289,38.960239,PICKUP,1581980237.1902466
10248665,1,2100076473314084356,121.407005,39.144833,PICKUP,1581939148.2734985
10249075,1,2100076466953028955,121.588466,39.111287,PICKUP,1581939148.2734985
10258665,3,2100076503074080078,121.50731599999999,39.218195,PICKUP,1581802289.8868155
10258665,5,2100076528211330399,121.507277,39.217745,PICKUP,1581802289.8868155
10272326,3,2100076493380551831,121.51931699999999,39.178622,DELIVERY,1581891125.7658696
10272985,1,2100076468790559882,121.454384,39.095184,PICKUP,1581778321.1125834
10272985,3,2100076517562451082,121.458454,39.08618,PICKUP,1581778321.1125834
10277311,1,2100076477043869670,121.52271100000002,39.199996999999996,PICKUP,1581891849.0033784
10278503,1,2100076459790239348,121.632346,39.134687,DELIVERY,1581881844.5552511
10278503,3,2100076518362809416,121.63036299999999,39.145263,DELIVERY,1581881844.5552511
10282591,1,2100076474819086203,121.52061100000002,39.207065,PICKUP,1581761141.8897107
10289729,1,2100076481266746572,121.457016,39.126344,PICKUP,1581761141.8897107
10293468,1,2100076480282134179,121.740845,39.14468,PICKUP,1581948568.0005078
