courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10012508,2,2100076234006792089,121.548851,39.290305,PICKUP,1581706260.1735177
10021791,0,2100076191931598647,121.444949,39.208991,PICKUP,1581856433.7402477
10021791,4,2100076242705549258,121.446542,39.20601,PICKUP,1581856433.7402477
10037225,0,2100076186361628539,121.53109599999999,39.158635,DELIVERY,1581841547.734048
10039046,0,2100076179915244700,121.45443300000001,39.24280200000001,DELIVERY,1581749843.5200212
10043801,0,2100076178739496292,121.44918899999999,39.115435999999995,PICKUP,1581622975.6072836
10063192,4,2100076244794934712,121.484045,39.064925,PICKUP,1581615160.3823814
10067592,2,2100076207203223172,121.60185200000001,39.212889000000004,DELIVERY,1581570283.4206867
10081729,0,2100076209448912395,121.548103,39.159216,PICKUP,1581615160.3823814
10083928,0,2100076178695947507,121.594978,39.206906,DELIVERY,1581570283.4206867
10094682,0,2100076189780903350,121.538798,39.136161,DELIVERY,1581623280.6943474
10094682,2,2100076211220481441,121.528155,39.128391,DELIVERY,1581623280.6943474
10100267,0,2100076215926752487,121.41881299999999,39.26077100000001,PICKUP,1581853708.4536505
10102738,0,2100076193058587926,121.22412800000001,39.117946999999994,PICKUP,1581691996.779287
10102738,4,2100076257941226570,121.226082,39.152796,DELIVERY,1581689486.8465345
10112683,0,2100076187926987780,121.447227,38.981414,PICKUP,1581691996.779287
10112683,4,2100076239906178068,121.44561200000001,38.973863,PICKUP,1581691996.779287
10120267,2,2100076207530116875,121.428482,39.196656,DELIVERY,1581669659.5293005
10120267,4,2100076223067129794,121.42843700000002,39.197763,DELIVERY,1581669659.5293005
10126649,0,2100076179811403190,121.687402,39.140851,PICKUP,1581690141.0782537
10126649,2,2100076182386607542,121.687886,39.140846999999994,PICKUP,1581690141.0782537
10126649,4,2100076192438355382,121.68784699999999,39.140862,DELIVERY,1581669659.5293005
10126649,6,2100076218868106678,121.68769499999999,39.140785,PICKUP,1581690141.0782537
10126649,8,2100076229079532982,121.687793,39.140889,DELIVERY,1581669659.5293005
10126649,10,2100076245866055094,121.687478,39.140852,DELIVERY,1581669659.5293005
10127695,0,2100076182526396152,121.590933,39.126328,PICKUP,1581690141.0782537
